raw_log,user_id,timestamp,action,amount,currency,location,device,date,amount_in_dollars,hour,day,month,year,txn_time_diff_hours,is_same_location,is_atm,transaction_risk,device_type,is_same_device,hour_risk,avg_prev_amount,amount_difference_from_avg
user1081 2025-07-21 01:46:40 debit 3264.89 none nokia 3310,user1081,2025-07-21 01:46:40,debit,3264.89,none,none,nokia 3310,2025-07-21,3264.89,1,21,7,2025,10.670277777777779,False,False,moderate,non-smart,False,High,3095.5423782608696,169.34762173913032
2025-07-21 19:32:24 >> [user1081] did deposit - amt=$64.65 - none // dev:xiaomi mi 11,user1081,2025-07-21 19:32:24,deposit,64.65,$,none,xiaomi mi 11,2025-07-21,64.65,19,21,7,2025,17.76222222222222,True,False,low,smart,False,Low,3096.5877339506173,-3031.9377339506173
user1081 2025-07-21 21:24:34 transfer 818.5 liverpool pixel 6,user1081,2025-07-21 21:24:34,transfer,818.5,none,liverpool,pixel 6,2025-07-21,818.5,21,21,7,2025,1.8694444444444445,False,False,high,smart,False,Low,3077.9868889570553,-2259.4868889570553
2025-07-22 03:40:38 >> [user1081] did transfer - amt=$91.33 - cardiff // dev:none,user1081,2025-07-22 03:40:38,transfer,91.33,$,cardiff,none,2025-07-22,91.33,3,22,7,2025,6.267777777777778,False,False,high,non-smart,False,High,3064.2095298780487,-2972.8795298780487
user1081 2025-07-22 05:01:21 refund 4758.36 birmingham samsung galaxy s10,user1081,2025-07-22 05:01:21,refund,4758.36,none,birmingham,samsung galaxy s10,2025-07-22,4758.36,5,22,7,2025,1.3452777777777778,False,False,high,smart,False,High,3046.1920781818185,1712.1679218181812
2025-07-22 09:12:52 >> [user1081] did withdrawal - amt=€924.6 - liverpool // dev:iphone 13,user1081,2025-07-22 09:12:52,withdrawal,924.6,€,liverpool,iphone 13,2025-07-22,1479.3600000000001,9,22,7,2025,4.191944444444444,False,False,high,smart,False,Low,3056.5063427710843,-1577.1463427710842
usr:user1081|transfer|£2871.68|none|2025-07-22 16:30:42|xiaomi mi 11,user1081,2025-07-22 16:30:42,transfer,2871.68,£,none,xiaomi mi 11,2025-07-22,3819.3344,16,22,7,2025,7.2972222222222225,False,False,high,smart,False,Low,3047.0623526946106,772.2720473053896
2025-07-22 19:28:58::user1081::deposit::6.04::leeds::pixel 6,user1081,2025-07-22 19:28:58,deposit,6.04,none,leeds,pixel 6,2025-07-22,6.04,19,22,7,2025,2.971111111111111,False,False,low,smart,False,Low,3051.6592101190477,-3045.6192101190477
2025-07-23 07:06:14 - user=user1081 - action=deposit €3483.82 - atm: birmingham - device=none,user1081,2025-07-23 07:06:14,deposit,3483.82,€,birmingham,none,2025-07-23,5574.112000000001,7,23,7,2025,11.62111111111111,False,True,low,non-smart,False,Low,3033.6377946745565,2540.4742053254445
2025-07-23 10:33:03 >> [user1081] did debit - amt=$4438.03 - cardiff // dev:none,user1081,2025-07-23 10:33:03,debit,4438.03,$,cardiff,none,2025-07-23,4438.03,10,23,7,2025,3.4469444444444446,False,False,moderate,non-smart,False,Low,3048.5817605882353,1389.4482394117645
2025-07-25 00:10:23 >> [user1081] did withdrawal - amt=€3800.07 - glasgow // dev:pixel 6,user1081,2025-07-25 00:10:23,withdrawal,3800.07,€,glasgow,pixel 6,2025-07-25,6080.112000000001,0,25,7,2025,37.62222222222222,False,False,high,smart,False,High,3056.707188888889,3023.404811111112
2025-07-25 05:46:03 >> [user1081] did purchase - amt=£118.51 - leeds // dev:samsung galaxy s10,user1081,2025-07-25 05:46:03,purchase,118.51,£,leeds,samsung galaxy s10,2025-07-25,157.6183,5,25,7,2025,5.594444444444444,False,False,moderate,smart,False,High,3074.2851238372095,-2916.6668238372094
2025-07-25 06:41:47 | user: user1081 | txn: debit of €2407.47 from liverpool | device: huawei p30,user1081,2025-07-25 06:41:47,debit,2407.47,€,liverpool,huawei p30,2025-07-25,3851.9519999999998,6,25,7,2025,0.9288888888888889,False,False,moderate,smart,False,High,3057.425778034682,794.5262219653177
user1081 2025-07-25 09:27:57 deposit 887.0 cardiff pixel 6,user1081,2025-07-25 09:27:57,deposit,887.0,none,cardiff,pixel 6,2025-07-25,887.0,9,25,7,2025,2.7694444444444444,False,False,low,smart,False,Low,3061.9920206896554,-2174.9920206896554
2025-07-25 22:24:47 >> [user1081] did top-up - amt=£1699.91 - leeds // dev:iphone 13,user1081,2025-07-25 22:24:47,top-up,1699.91,£,leeds,iphone 13,2025-07-25,2260.8803000000003,22,25,7,2025,12.947222222222223,False,False,low,smart,False,High,3049.5634948571433,-788.683194857143
2025-07-26 04:03:57::user1081::top-up::933.72::london::huawei p30,user1081,2025-07-26 04:03:57,top-up,933.72,none,london,huawei p30,2025-07-26,933.72,4,26,7,2025,5.652777777777778,False,False,low,smart,False,High,3045.082340340909,-2111.362340340909
26/07/2025 10:04:25 ::: user1081 *** cashout ::: amt:3897.73£ @ london <nokia 3310>,user1081,2025-07-26 10:04:25,cashout,3897.73,£,london,nokia 3310,2025-07-26,5183.9809000000005,10,26,7,2025,6.007777777777778,True,False,high,non-smart,False,Low,3033.1537395480227,2150.8271604519778
usr:user1081|deposit|$4065.17|leeds|2025-07-26 13:17:59|samsung galaxy s10,user1081,2025-07-26 13:17:59,deposit,4065.17,$,leeds,samsung galaxy s10,2025-07-26,4065.17,13,26,7,2025,3.226111111111111,False,False,low,smart,False,Low,3045.237038202247,1019.9329617977533
user1081 2025-07-26 15:18:07 top-up 549.38 london samsung galaxy s10,user1081,2025-07-26 15:18:07,top-up,549.38,none,london,samsung galaxy s10,2025-07-26,549.38,15,26,7,2025,2.002222222222222,False,False,low,smart,False,Low,3050.9349877094974,-2501.5549877094973
2025-07-27 06:46:55 >> [user1081] did deposit - amt=$131.76 - leeds // dev:pixel 6,user1081,2025-07-27 06:46:55,deposit,131.76,$,leeds,pixel 6,2025-07-27,131.76,6,27,7,2025,15.48,False,False,low,smart,False,High,3037.03746,-2905.2774600000002
2025-07-27 21:24:08 >> [user1081] did debit - amt=£2087.89 - birmingham // dev:huawei p30,user1081,2025-07-27 21:24:08,debit,2087.89,£,birmingham,huawei p30,2025-07-27,2776.8937,21,27,7,2025,14.620277777777778,False,False,moderate,smart,False,Low,3020.986203314917,-244.09250331491694
2025-07-28 07:59:29 - user=user1081 - action=top-up £1151.09 - atm: birmingham - device=samsung galaxy s10,user1081,2025-07-28 07:59:29,top-up,1151.09,£,birmingham,samsung galaxy s10,2025-07-28,1530.9497,7,28,7,2025,10.589166666666667,True,True,low,smart,False,Low,3019.6450357142858,-1488.6953357142859
user1081 2025-07-28 12:30:24 top-up 3725.88 cardiff none,user1081,2025-07-28 12:30:24,top-up,3725.88,none,cardiff,none,2025-07-28,3725.88,12,28,7,2025,4.5152777777777775,False,False,low,non-smart,False,Low,3011.51008852459,714.3699114754099
2025-07-28 17:47:03 - user=user1081 - action=withdrawal €856.18 - atm: birmingham - device=nokia 3310,user1081,2025-07-28 17:47:03,withdrawal,856.18,€,birmingham,nokia 3310,2025-07-28,1369.888,17,28,7,2025,5.2775,False,True,high,non-smart,False,Low,3015.392533695652,-1645.5045336956523
29/07/2025 08:36:29 ::: user1081 *** top-up ::: amt:4798.16$ @ birmingham <none>,user1081,2025-07-29 08:36:29,top-up,4798.16,$,birmingham,none,2025-07-29,4798.16,8,29,7,2025,14.823888888888888,True,False,low,non-smart,False,Low,3006.497914594595,1791.662085405405
2025-07-29 11:15:02 - user=user1081 - action=transfer £2513.45 - atm: manchester - device=xiaomi mi 11,user1081,2025-07-29 11:15:02,transfer,2513.45,£,manchester,xiaomi mi 11,2025-07-29,3342.8885,11,29,7,2025,2.6425,False,True,high,smart,False,Low,3016.1305064516127,326.7579935483873
29/07/2025 14:25:40 ::: user1081 *** transfer ::: amt:3662.72€ @ liverpool <iphone 13>,user1081,2025-07-29 14:25:40,transfer,3662.72,€,liverpool,iphone 13,2025-07-29,5860.352,14,29,7,2025,3.1772222222222224,False,False,high,smart,False,Low,3017.8778754010696,2842.4741245989303
2025-07-29 16:16:25 - user=user1081 - action=purchase £2891.98 - atm: leeds - device=huawei p30,user1081,2025-07-29 16:16:25,purchase,2891.98,£,leeds,huawei p30,2025-07-29,3846.3334000000004,16,29,7,2025,1.8458333333333334,False,True,moderate,smart,False,Low,3032.9974186170216,813.3359813829788
2025-07-29 18:55:48::user1081::transfer::4869.97::leeds::pixel 6,user1081,2025-07-29 18:55:48,transfer,4869.97,none,leeds,pixel 6,2025-07-29,4869.97,18,29,7,2025,2.656388888888889,True,False,high,smart,False,Low,3037.3007835978838,1832.6692164021165
user1081 2025-07-30 00:09:34 debit 2105.92 manchester pixel 6,user1081,2025-07-30 00:09:34,debit,2105.92,none,manchester,pixel 6,2025-07-30,2105.92,0,30,7,2025,5.229444444444445,False,False,moderate,smart,False,High,3046.946411052632,-941.0264110526318
user1081 2025-07-30 07:24:48 transfer 1134.09 manchester xiaomi mi 11,user1081,2025-07-30 07:24:48,transfer,1134.09,none,manchester,xiaomi mi 11,2025-07-30,1134.09,7,30,7,2025,7.253888888888889,True,False,high,smart,False,Low,3042.0195712041887,-1907.9295712041887
2025-07-30 19:58:27 >> [user1081] did transfer - amt=$1743.02 - manchester // dev:huawei p30,user1081,2025-07-30 19:58:27,transfer,1743.02,$,manchester,huawei p30,2025-07-30,1743.02,19,30,7,2025,12.560833333333333,True,False,high,smart,False,Low,3032.0824380208337,-1289.0624380208337
30/07/2025 21:37:25 ::: user1081 *** refund ::: amt:1542.89€ @ manchester <xiaomi mi 11>,user1081,2025-07-30 21:37:25,refund,1542.89,€,manchester,xiaomi mi 11,2025-07-30,2468.6240000000003,21,30,7,2025,1.6494444444444445,True,False,high,smart,False,Low,3025.4033580310884,-556.7793580310881
2025-07-30 23:16:26::user1081::refund::2877.17::none::none,user1081,2025-07-30 23:16:26,refund,2877.17,none,none,none,2025-07-30,2877.17,23,30,7,2025,1.6502777777777777,False,False,high,non-smart,False,High,3022.5333613402063,-145.3633613402062
2025-07-30 23:56:21 - user=user1081 - action=refund $57.73 - atm: cardiff - device=none,user1081,2025-07-30 23:56:21,refund,57.73,$,cardiff,none,2025-07-30,57.73,23,30,7,2025,0.6652777777777777,False,True,high,non-smart,False,High,3021.7879082051286,-2964.0579082051286
2025-07-31 01:52:12::user1081::transfer::3945.38::none::samsung galaxy s10,user1081,2025-07-31 01:52:12,transfer,3945.38,none,none,samsung galaxy s10,2025-07-31,3945.38,1,31,7,2025,1.9308333333333334,False,False,high,smart,True,High,3006.6651637755103,938.7148362244898
2025-07-31 05:33:39 - user=user1081 - action=deposit £1817.23 - atm: london - device=iphone 13,user1081,2025-07-31 05:33:39,deposit,1817.23,£,london,iphone 13,2025-07-31,2416.9159,5,31,7,2025,3.6908333333333334,False,True,low,smart,False,High,3011.430213705584,-594.5143137055838
user1082 2025-06-01 14:21:48 top-up 4565.68 birmingham nokia 3310,user1082,2025-06-01 14:21:48,top-up,4565.68,none,birmingham,nokia 3310,2025-06-01,4565.68,14,1,6,2025,-1.0,False,False,low,non-smart,False,Low,4565.68,0.0
2025-06-03 18:42:35::user1082::debit::898.98::manchester::none,user1082,2025-06-03 18:42:35,debit,898.98,none,manchester,none,2025-06-03,898.98,18,3,6,2025,52.34638888888889,False,False,moderate,non-smart,False,Low,4565.68,-3666.7000000000003
user1082 2025-06-03 20:37:26 debit 2488.94 glasgow pixel 6,user1082,2025-06-03 20:37:26,debit,2488.94,none,glasgow,pixel 6,2025-06-03,2488.94,20,3,6,2025,1.9141666666666666,False,False,moderate,smart,False,Low,2732.33,-243.38999999999987
usr:user1082|transfer|£929.0|cardiff|2025-06-04 03:49:14|huawei p30,user1082,2025-06-04 03:49:14,transfer,929.0,£,cardiff,huawei p30,2025-06-04,1235.5700000000002,3,4,6,2025,7.196666666666666,False,False,high,smart,False,High,2651.2000000000003,-1415.63
04/06/2025 07:08:23 ::: user1082 *** debit ::: amt:3012.74£ @ london <iphone 13>,user1082,2025-06-04 07:08:23,debit,3012.74,£,london,iphone 13,2025-06-04,4006.9442,7,4,6,2025,3.319166666666667,False,False,moderate,smart,False,Low,2297.2925,1709.6517
usr:user1082|transfer|$4683.11|london|2025-06-04 14:49:03|iphone 13,user1082,2025-06-04 14:49:03,transfer,4683.11,$,london,iphone 13,2025-06-04,4683.11,14,4,6,2025,7.677777777777778,True,False,high,smart,False,Low,2639.22284,2043.8871599999998
usr:user1082|transfer|$3197.15|none|2025-06-04 19:34:54|xiaomi mi 11,user1082,2025-06-04 19:34:54,transfer,3197.15,$,none,xiaomi mi 11,2025-06-04,3197.15,19,4,6,2025,4.764166666666667,False,False,high,smart,False,Low,2979.8707,217.27930000000015
2025-06-05 20:32:11 | user: user1082 | txn: refund of £3612.42 from cardiff | device: samsung galaxy s10,user1082,2025-06-05 20:32:11,refund,3612.42,£,cardiff,samsung galaxy s10,2025-06-05,4804.5186,20,5,6,2025,24.954722222222223,False,False,high,smart,False,Low,3010.9106,1793.6080000000002
user1082 2025-06-05 23:50:57 purchase 2856.16 london iphone 13,user1082,2025-06-05 23:50:57,purchase,2856.16,none,london,iphone 13,2025-06-05,2856.16,23,5,6,2025,3.312777777777778,False,False,moderate,smart,False,High,3235.1116,-378.9516000000003
2025-06-06 01:34:05 >> [user1082] did purchase - amt=€4599.85 - glasgow // dev:pixel 6,user1082,2025-06-06 01:34:05,purchase,4599.85,€,glasgow,pixel 6,2025-06-06,7359.760000000001,1,6,6,2025,1.718888888888889,False,False,moderate,smart,False,High,3193.005866666667,4166.754133333334
2025-06-06 12:35:18::user1082::withdrawal::2646.38::leeds::samsung galaxy s10,user1082,2025-06-06 12:35:18,withdrawal,2646.38,none,leeds,samsung galaxy s10,2025-06-06,2646.38,12,6,6,2025,11.020277777777778,False,False,high,smart,False,Low,3609.68128,-963.3012799999997
2025-06-08 01:21:16 | user: user1082 | txn: deposit of €1942.25 from manchester | device: pixel 6,user1082,2025-06-08 01:21:16,deposit,1942.25,€,manchester,pixel 6,2025-06-08,3107.6000000000004,1,8,6,2025,36.76611111111111,False,False,low,smart,False,High,3522.108436363637,-414.5084363636365
08/06/2025 01:42:35 ::: user1082 *** withdrawal ::: amt:532.45€ @ glasgow <nokia 3310>,user1082,2025-06-08 01:42:35,withdrawal,532.45,€,glasgow,nokia 3310,2025-06-08,851.9200000000001,1,8,6,2025,0.3552777777777778,False,False,high,non-smart,False,High,3487.5660666666668,-2635.6460666666667
2025-06-08 21:50:58 - user=user1082 - action=top-up £4483.82 - atm: leeds - device=pixel 6,user1082,2025-06-08 21:50:58,top-up,4483.82,£,leeds,pixel 6,2025-06-08,5963.4806,21,8,6,2025,20.139722222222222,False,True,low,smart,False,Low,3284.8240615384616,2678.6565384615383
10/06/2025 14:26:46 ::: user1082 *** debit ::: amt:4635.02£ @ glasgow <xiaomi mi 11>,user1082,2025-06-10 14:26:46,debit,4635.02,£,glasgow,xiaomi mi 11,2025-06-10,6164.576600000001,14,10,6,2025,40.596666666666664,False,False,moderate,smart,False,Low,3476.156671428572,2688.4199285714294
usr:user1082|refund|£1196.07|london|2025-06-11 02:06:22|xiaomi mi 11,user1082,2025-06-11 02:06:22,refund,1196.07,£,london,xiaomi mi 11,2025-06-11,1590.7731,2,11,6,2025,11.66,False,False,high,smart,False,High,3655.384666666667,-2064.6115666666665
2025-06-11 21:09:38 >> [user1082] did deposit - amt=£4738.27 - cardiff // dev:nokia 3310,user1082,2025-06-11 21:09:38,deposit,4738.27,£,cardiff,nokia 3310,2025-06-11,6301.8991000000005,21,11,6,2025,19.054444444444446,False,False,low,non-smart,False,Low,3526.34644375,2775.5526562500004
2025-06-12 01:18:19 | user: user1082 | txn: cashout of $564.61 from manchester | device: none,user1082,2025-06-12 01:18:19,cashout,564.61,$,manchester,none,2025-06-12,564.61,1,12,6,2025,4.144722222222223,False,False,high,non-smart,False,High,3689.614247058824,-3125.0042470588237
2025-06-14 17:44:37 >> [user1082] did top-up - amt=$222.14 - london // dev:xiaomi mi 11,user1082,2025-06-14 17:44:37,top-up,222.14,$,london,xiaomi mi 11,2025-06-14,222.14,17,14,6,2025,64.43833333333333,False,False,low,smart,False,Low,3516.0029000000004,-3293.8629000000005
2025-06-14 20:29:30::user1082::refund::1174.36::london::iphone 13,user1082,2025-06-14 20:29:30,refund,1174.36,none,london,iphone 13,2025-06-14,1174.36,20,14,6,2025,2.7480555555555557,True,False,high,smart,False,Low,3342.6416947368425,-2168.281694736843
2025-06-15 13:02:26 | user: user1082 | txn: cashout of $3085.08 from cardiff | device: huawei p30,user1082,2025-06-15 13:02:26,cashout,3085.08,$,cardiff,huawei p30,2025-06-15,3085.08,13,15,6,2025,16.54888888888889,False,False,high,smart,False,Low,3234.2276100000004,-149.14761000000044
usr:user1082|debit|$3891.02|london|2025-06-16 01:34:07|samsung galaxy s10,user1082,2025-06-16 01:34:07,debit,3891.02,$,london,samsung galaxy s10,2025-06-16,3891.02,1,16,6,2025,12.528055555555556,False,False,moderate,smart,False,High,3227.125342857143,663.8946571428569
2025-06-16 18:38:17 - user=user1082 - action=cashout £1113.47 - atm: leeds - device=none,user1082,2025-06-16 18:38:17,cashout,1113.47,£,leeds,none,2025-06-16,1480.9151000000002,18,16,6,2025,17.069444444444443,False,True,high,non-smart,False,Low,3257.3023727272735,-1776.3872727272733
16/06/2025 19:35:47 ::: user1082 *** withdrawal ::: amt:4752.41$ @ cardiff <samsung galaxy s10>,user1082,2025-06-16 19:35:47,withdrawal,4752.41,$,cardiff,samsung galaxy s10,2025-06-16,4752.41,19,16,6,2025,0.9583333333333334,False,False,high,smart,False,Low,3180.0681434782614,1572.3418565217385
18/06/2025 11:58:05 ::: user1082 *** cashout ::: amt:3852.07£ @ none <pixel 6>,user1082,2025-06-18 11:58:05,cashout,3852.07,£,none,pixel 6,2025-06-18,5123.253100000001,11,18,6,2025,40.37166666666667,False,False,high,smart,False,Low,3245.5823875,1877.6707125000007
2025-06-21 13:10:19 | user: user1082 | txn: cashout of £1574.79 from cardiff | device: huawei p30,user1082,2025-06-21 13:10:19,cashout,1574.79,£,cardiff,huawei p30,2025-06-21,2094.4707,13,21,6,2025,73.20388888888888,False,False,high,smart,False,Low,3320.689216,-1226.2185160000004
usr:user1082|top-up|$75.15|none|2025-06-22 06:45:08|iphone 13,user1082,2025-06-22 06:45:08,top-up,75.15,$,none,iphone 13,2025-06-22,75.15,6,22,6,2025,17.580277777777777,False,False,low,smart,False,High,3273.526965384616,-3198.3769653846157
user1082 2025-06-23 02:42:51 transfer 2599.24 glasgow iphone 13,user1082,2025-06-23 02:42:51,transfer,2599.24,none,glasgow,iphone 13,2025-06-23,2599.24,2,23,6,2025,19.961944444444445,False,False,high,smart,False,High,3155.0685592592595,-555.8285592592597
user1082 2025-06-23 07:38:26 deposit 828.43 leeds none,user1082,2025-06-23 07:38:26,deposit,828.43,none,leeds,none,2025-06-23,828.43,7,23,6,2025,4.926388888888889,False,False,low,non-smart,False,Low,3135.2175392857143,-2306.7875392857145
2025-06-23 18:01:55 >> [user1082] did cashout - amt=$1257.32 - manchester // dev:none,user1082,2025-06-23 18:01:55,cashout,1257.32,$,manchester,none,2025-06-23,1257.32,18,23,6,2025,10.391388888888889,False,False,high,non-smart,False,Low,3055.6731413793104,-1798.3531413793105
2025-06-24 06:31:06 - user=user1082 - action=refund €2642.42 - atm: birmingham - device=samsung galaxy s10,user1082,2025-06-24 06:31:06,refund,2642.42,€,birmingham,samsung galaxy s10,2025-06-24,4227.872,6,24,6,2025,12.48638888888889,False,True,high,smart,False,High,2995.728036666667,1232.1439633333334
2025-06-24 08:23:46 >> [user1082] did withdrawal - amt=€3999.52 - birmingham // dev:none,user1082,2025-06-24 08:23:46,withdrawal,3999.52,€,birmingham,none,2025-06-24,6399.232,8,24,6,2025,1.8777777777777778,True,False,high,non-smart,False,Low,3035.4746161290327,3363.7573838709673
2025-06-24 12:01:04::user1082::withdrawal::3946.35::birmingham::iphone 13,user1082,2025-06-24 12:01:04,withdrawal,3946.35,none,birmingham,iphone 13,2025-06-24,3946.35,12,24,6,2025,3.6216666666666666,True,False,high,smart,False,Low,3140.5920343750004,805.7579656249995
2025-06-24 12:40:18 >> [user1082] did refund - amt=£489.24 - cardiff // dev:huawei p30,user1082,2025-06-24 12:40:18,refund,489.24,£,cardiff,huawei p30,2025-06-24,650.6892,12,24,6,2025,0.6538888888888889,False,False,high,smart,False,Low,3165.0089424242424,-2514.3197424242426
